320,440
450,360
250,600
700,640
540,480
260,240
360,360
530,360
560,520
510,490
490,480
370,560
600,360
660,360
810,640
730,560
480,560
240,240
410,480
640,680
460,480
670,440
320,400
200,280
750,370
640,400
410,520
1000,520
940,480
690,680
330,620
290,520
330,480
670,560
650,640
80,240
680,440
720,570
540,360
720,560
370,400
990,520
570,480
470,400
490,400
740,440
520,640
420,520
360,440
330,370
